词语	强度
不耻下问	5
不法常可	5
不丰不杀	5
不拘一格	5
不可挽回	-5
朝歌暮宴	-5
陈规陋习	-5
称王称霸	-5
成人之美	5
吃寡醋	-5
赤诚相待	5
出将入相	5
出水芙蓉	5
穿凿附会	-5
吹胡子瞪眼	-5
绰绰有余	5
此地无银三百两	-5
聪明反被聪明误	-5
大辂椎轮	5
大做文章	-5
呆头呆脑	-5
当机立断	5
得意忘形	-5
得鱼忘筌	-5
灯红酒绿	-5
地灵人杰	5
东扶西倒	-5
东山再起	5
东施效颦	-5
洞若观火	5
杜口裹足	-5
防微杜渐	5
放诞风流	-5
粉饰太平	-5
奋发图强	5
夫子自道	-5
附骥尾	-5
富国强兵	5
覆雨翻云	-5
高才远识	5
高视阔步	-5
高自标置	-5
告朔饩羊	-5
攻其一点，不及其余	-5
官运亨通	5
归真反璞	5
过甚其词	-5
海底捞月	-5
海枯石烂	5
汗马功劳	5
好高骛远	-5
红装素裹	5
侯服玉食	-5
呼昼作夜	-5
诲人不倦	5
浑头浑脑	-5
火急火燎	-5
鸡鸣狗盗	-5
极乐世界	5
急攻尽利	-5
己饥己溺	5
坚强不屈	5
煎水作冰	-5
节衣缩食	5
尽态极妍	5
尽忠竭力	5
近悦远来	5
敬老怜贫	5
据为己有	-5
倔头倔脑	-5
开诚布公	5
堪称第一	5
宽宏海量	5
老子婆娑	5
乐善好施	5
两面光	-5
两面三刀	-5
量力度德	5
淋漓尽致	5
令人信服	5
溜之大吉	-5
笼络人心	-5
马仰人翻	-5
蚂蚁缘槐	-5
瞒天过海	-5
毛头毛脑	-5
苗而不秀	-5
名不副实	-5
墨守陈规	-5
目无余子	-5
纳谏如流	5
能工巧匠	5
排山倒海	5
披坚执锐	5
平铺直序	-5
剖心析肝	5
普渡众生	5
前怕狼后怕虎	-5
秦晋之好	5
勤俭持家	5
勤能补拙	5
青出于蓝	5
情意恳挚	5
屈打成招	-5
饶有风趣	5
人头畜鸣	-5
日月入怀	5
肉食者鄙	-5
山珍海错	5
舍身图报	5
生动活泼	5
声誉鹊起	5
时和年丰	5
食言而肥	-5
势如冰炭	-5
恃才傲物	-5
随波逐流	-5
他乡遇故知	5
天崩地坼	-5
铜墙铁壁	5
痛改前非	5
偷工减料	-5
偷天换日	-5
投鞭断流	5
徒劳往返	-5
兔丝燕麦	-5
望风而走	-5
微文深诋	-5
温文尔雅	5
文恬武嬉	-5
蜗名微利	-5
无能之辈	-5
无事生非	-5
息息相通	5
先见之明	5
挟冰求温	-5
心安理得	5
徇情枉法	-5
雅量高致	5
雅人深致	5
言之凿凿	5
野调无腔	-5
衣香鬓影	5
以小人之心，度君子之腹	-5
倚强凌弱	-5
因陋守旧	-5
因噎废食	-5
应对如流	5
勇往直前	5
有板有眼	5
与民同乐	5
战无不胜	5
正直公平	5
知书达礼	5
知书达理	5
直言贾祸	-5
众矢之的	-5
壮士解腕	5
斫轮老手	5
自暴自弃	-5
自出心裁	5
自行其是	-5
走笔成章	5
坐吃山空	-5
鸨母	-5
枷锁	-5
娇女	5
胜状	5
古趣	5
景胜	5
儒将	5
积郁	-5
妖术	-5
白党	-5
村话	-5
案犯	-5
赤佬	-5
官腔	-5
烂账	-5
福星	5
慈颜	5
功碑	5
风致	5
败军	-5
悖谬	-5
才能	5
沉渣	-5
丑八怪	-5
斗筲	-5
芳名	5
飞语	-5
肝胆	5
高才生	5
勾当	-5
好心人	5
洪量	5
花言巧语	-5
欢笑	5
金玉	5
九尾狐	-5
凯歌	5
快感	5
懒虫	-5
良师益友	5
喽啰	-5
皮毛	-5
魄力	5
气概	5
亲和力	5
软骨头	-5
盛世	5
死顽固	-5
通病	-5
颓风	-5
威望	5
猬辞	-5
侠骨	5
小辫子	-5
小气鬼	-5
心术	-5
血口	-5
烟鬼	-5
意中人	5
毅力	5
阴影	-5
英灵	5
痈疽	-5
迂夫子	-5
战乱	-5
志趣	5
子虚	-5
欠拍	-5
bc	-5
LM	-5
sb	-5
有才	5
费工夫	-5
会来事	5
拔份儿	5
毁害	-5
荟萃	5
际逢	5
观摩	5
辉耀	5
体惜	5
婷婷	5
解囊	5
背弃	-5
捣蛋	-5
盗猎	-5
独吞	-5
胡闹	-5
聚敛	-5
焦愁	-5
丑诋	-5
反诬	-5
欺压	-5
屈从	-5
熬磨	-5
拜请	5
板着脸	-5
报国	5
表彰	5
炳耀	5
长于	5
称兄道弟	5
成性	-5
耻笑	-5
吹求	-5
撮弄	-5
大骂	-5
得人心	5
诋毁	-5
调拨	-5
独擅	5
多嫌	-5
放情	5
风靡	5
告负	-5
欢聚	5
挥霍	-5
兼备	5
建设	5
讲求	5
骄纵	-5
敬慕	5
溜门	-5
拿人	-5
闹事	-5
佞笑	-5
器重	5
牵累	-5
强辩	-5
窃取	-5
闪烁	5
伤生	-5
盛产	5
受挫	-5
受骗	-5
说谎	-5
私吞	-5
搪塞	-5
逃税	-5
体念	5
偷生	-5
妄言	-5
忤逆	-5
误解	-5
陷身	-5
虚造	-5
厌恨	-5
洋溢	5
夷平	-5
臆断	-5
引荐	5
隐瞒	-5
愚弄	-5
遇险	-5
陨灭	-5
赞美	5
赞许	5
遭受	-5
责难	-5
找事	-5
治学	5
忠于	5
抓辫子	-5
装蒜	-5
自专	-5
坐待	-5
暗弱	-7
暗沉沉	-7
机巧	7
完满	7
精纯	7
精镌	7
有良心	7
高尚	7
刁蛮	-7
恶浊	-7
淫靡	-7
不知羞耻	-7
猥亵	-7
和美	7
拔萃	7
百折不回	7
百折不挠	7
暴戾恣睢	-7
不道	-7
不名誉	-7
超绝	7
聪明伶俐	7
呆笨	-7
怠惰	-7
丰硕	7
孤傲	-7
寡味	-7
好样儿的	7
回肠荡气	7
价廉物美	7
坚韧不拔	7
洁身自律	7
精彩	7
精娴	7
绝妙	7
可恶	-7
抠唆	-7
枯燥无味	-7
懒惰	-7
劳苦功高	7
乐不可支	7
蛮悍	-7
满怀豪情	7
名列前茅	7
年高德劭	7
气度不凡	7
气宇轩昂	7
惬当	7
倾羡	7
清风两袖	7
情意绵绵	7
入微	7
飒爽	7
上上	7
深湛	7
生杀予夺	-7
坦荡	7
涂炭	-7
文质彬彬	7
无行	-7
无足轻重	-7
喜上眉梢	7
心慈面软	7
凶残	-7
夜郎自大	-7
勇略	-7
友爱	7
愚笨	-7
愚妄	-7
忠实	7
钟灵毓秀	7
自大	-7
自强	7
贪大求全	-7
野心勃勃	-7
天开图画	7
品学兼优	7
灵丹妙药	7
名下无虚	7
卑躬屈节	-7
逞性妄为	-7
头会箕赋	-7
言而不信	-7
以售其奸	-7
自作自受	-7
人给家足	7
方闻之士	7
急先锋	7
经明行修	7
一马当先	7
周急济贫	7
凌弱暴寡	-7
皮笑肉不笑	-7
若要人不知，除非己莫为	-7
杀人盈野	-7
声色犬马	-7
恃强凌弱	-7
贪贿无艺	-7
面目全非	-7
一朝天子一朝臣	-7
人心叵测	-7
多行不义必自毖	-7
令人生厌	-7
千金一掷	-7
不为五斗米折腰	7
官清法正	7
恪守不渝	7
青眼相加	7
只许州官放火，不许百姓点灯	-7
惟命是从	-7
拔萃出类	7
保残守缺	-7
背本趋末	-7
弊绝风清	7
不辨菽麦	-7
不成样子	-7
不问青红皂白	-7
才高意广	7
才疏学浅	-7
仓皇失措	-7
褫其华衮，示人本相	-7
崇洋媚外	-7
从一而终	7
从者如云	7
大而笨拙	-7
大获全胜	7
道学先生	-7
栋梁之材	7
多难兴邦	7
焚膏继晷	7
勾心斗角	-7
冠绝一时	7
呵佛骂祖	-7
横蛮无理	-7
监守自盗	-7
金帛珠玉	7
救民水火	7
靠得住	7
利锁名缰	-7
满腹珠玑	7
目中无人	-7
囊空如洗	-7
恰到好处	7
千里之驹	7
日久见人心	7
如胶似漆	7
如日方升	7
赏罚分明	7
神采焕发	7
生龙活虎	7
损人利己	-7
贪声逐色	-7
倜傥之才	7
同室操戈	-7
亡命之徒	-7
五经筒	7
养痈遗患	-7
尧天舜日	7
一鸣惊人	7
一无所能	-7
一柱擎天	7
以血洗血	-7
用兵如神	7
迂腐腾腾	-7
早知今日，悔不当初	-7
指天誓心	7
卓尔不群	7
卓有成效	7
做手脚	-7
恶念	-7
娇儿	7
广厦	7
毒谋	-7
蠹虫	-7
奸臣	-7
弘旨	7
民族英雄	7
帮凶	-7
宝贝疙瘩	7
宝盒	7
才略	7
才女	7
大捷	7
高风	7
狗屁	-7
豪杰	7
结晶	7
精粹	7
灵性	7
圈套	-7
人才	7
上品	7
兽性	-7
贤达	7
邪心	-7
鹰犬	-7
崽子	-7
掌上明珠	7
衷肠	7
卓见	7
灼见	7
足赤	7
嘴脸	-7
罪情	-7
NB	7
牛B	7
走召弓虽	7
LOL	7
SM	-7
傻B	-7
病态	-7
极神圣	7
不开化	-7
凫趋雀跃	7
配不上	-7
残杀	-7
龟缩	-7
再犯	-7
称快	7
拍马屁	-7
叛国	-7
诬害	-7
亵渎	-7
附逆	-7
朝贺	7
唾骂	-7
鄙夷	-7
仇视	-7
垂盼	7
妒忌	-7
歌诵	7
鼓舌	-7
关怀备至	7
嘉许	7
搅和	-7
浪费	-7
勉励	7
钦佩	7
倾注	7
惹是生非	-7
肃然起敬	7
贪污	-7
偷梁换柱	-7
妄称	-7
违背	-7
诬赖	-7
挟制	-7
信服	7
血口喷人	-7
一意孤行	-7
冤死	-7
珍藏	7
诤谏	7
诛除	-7
小心眼儿	-9
心眼儿小	-9
有一手	5
絮聒	-9
佳妙	9
未受过教育	-9
獐头鼠目	-9
蕙质兰心	9
吉祥	9
回味无穷	9
至高无上	9
心狠手辣	-9
膏腴	9
戏剧化	-9
光艳	9
鄙陋	-9
彪炳春秋	9
超凡入圣	9
发指眦裂	-9
烦躁	-9
高风亮节	9
洪福齐天	9
欢声雷动	9
恢宏	9
狂荡	-9
炉火纯青	9
麻木不仁	-9
名垂千古	9
死去活来	-9
酸臭	-9
无口才	-9
五星级	9
下贱	-9
小心谨慎	9
眼光锐利	9
一笔不苟	9
一若以往	9
衣衫不整	-9
阴恶	-9
有朝气	9
引人注目	9
懵里懵懂	-9
迷人眼目	-9
欺三瞒四	-9
贪官污吏	-9
吆五喝六	-9
垂帘听政	-9
辱国丧师	-9
博施济众	9
厚德载福	9
舍生存义	9
一碗水端平	9
寓意深刻	9
铁石心肠	-9
假装神圣	-9
苛政猛于虎	-9
沐猴而冠	-9
徒劳无益	-9
文文静静	9
捐躯赴难	9
徇国忘己	9
一民同俗	9
忠君爱国	9
忠君报国	9
一心一意	9
扎扎实实	9
群魔乱舞	-9
丧心病狂	-9
全军覆没	-9
令人毛骨悚然	-9
神奸巨蠹	-9
垂名竹帛	9
永垂不朽	9
百无一失	9
必操胜券	9
不得了	9
不值一文	-9
出生入死	9
大节不可夺	9
大器晚成	9
恫心疾首	-9
顿足捶胸	-9
恩同父母	9
泛滥成灾	-9
放辟邪侈	-9
肝肠寸断	-9
毫无用处	-9
荒谬绝伦	-9
悔不当初	-9
经天纬地	9
九世之仇	-9
空古绝今	9
老太太吃炒胡豆－咬牙切齿	-9
里通外国	-9
马革裹尸	9
面目狰狞	-9
民怨盈涂	-9
巧夺天工	9
穷凶恶极	-9
热锅上的蚂蚁	-9
人定胜天	9
如日中天	9
杀人不眨眼	-9
尸横遍野	-9
守株待兔	-9
铁骨铮铮	9
万无一失	9
枉费心机	-9
微言大义	9
翁中捉鳖	9
污七八糟	-9
无可比拟	9
相煎何急	-9
小巫见大巫	-9
挟天子以令诸侯	-9
兴邦立国	9
秀外慧中	9
血雨腥风	-9
一五一十	9
英才盖世	9
犹犹豫豫	-9
有根有据	9
有伸缩性	9
冤有头，债有主	-9
昃食宵衣	9
真真切切	9
重见天日	9
自取灭亡	-9
罪当万死	-9
罪恶昭著	-9
巨人	9
高行	9
弊害	-9
恶棍	-9
杰作	9
捷书	9
牢笼	-9
真理	9
罪恶	-9
有滋味	9
最坏	-9
甜蜜蜜	9
无诚意	-9
无疵	9
无瑕疵	9
无证据	-9
心肠软	9
有涵养	9
有学问	9
圆润	9
抱怨	-9
嘉奖	9
弘扬	9
私下里	-9
造谣中伤	-9
姮娥	1
奖杯	3
奖学金	3
幽香	1
比翼鸟	1
大席	1
度越	1
毫无问题	1
没有搀杂	1
怪异	-1
光鲜	1
激发	1
迟延	-1
郎若列眉	1
憋气	-3
名特优新	3
平价和售	3
神气十足	3
室如悬磬	-3
藐小	-1
烁亮	1
坑坑洼洼	-1
零零散散	-1
一臂之力	1
帮手	1
馋猫	-1
高效益	1
挪用	-1
展现	1
繁琐	-3
警切	3
茏葱	3
民主	3
明达	3
匀细	3
涤瑕荡秽	3
具有吸引力	3
兜兜搭搭	-3
居高临下	3
开花结果	3
孔席墨突	-3
麟角凤距	-3
如坠五里雾中	-3
我负子戴	3
五颜六色	3
赃官	-7
责问	-5
仗恃	-5
肇祸	-5
政客	-3
纸老虎	-5
清鲜	3
轻健	5
轻盈	5
晴明	5
琼浆	5
群芳	7
柔滑	5
儒商	5
三好	5
神通	5
苏气	1
中魔	-5
诛戮	-7
抓瞎	-5
装相	-5
浊流	-5
恣肆	-5
罪人	-7
坐地虎	-7
作怪	-5
通才	5
婉媚	3
文才	5
稳实	3
沃野	5
霞光	5
鲜灵	5
谐和	5
济楚	5
雄大	3
雄奇	3
轩豁	5
逊顺	5
奕奕	5
逸群	7
英名	5
颖悟	5
有方	5
郁葱	5
家学	5
佳酿	9
简劲	9
践诺	1
交辉	7
娇好	5
结彩	7
捷音	9
金贵	3
匀整	3
珍存	7
振发	5
诤言	7
志向	7
至性	5
挚诚	7
衷情	7
祝贺	3
助益	3
卓立	5
自如	5
足色	5
左翼	3
尽意	5
精醇	7
精绝	9
精蕴	5
经师	5
静心	3
鞠躬	3
巨著	9
捐助	3
啰里啰唆	-5
暗地	-3
白痴般	-5
悲观地	-3
笨头笨脑	-5
邋邋遢遢	-9
振奋人心	5
有同情心	9
一步一个脚印儿	9
惟命是听	-7
文武兼备	9
不成材	-5
寓意深长	9
真实可信	9
一身正气	9
不洁	-9
心胸开阔	9
五谷丰登	9
不堪设想	-7
鼠目寸光	-9
死性	-9
酸刻	-9
徒劳无功	-9
枉然	-9
不郎不秀	-7
不问是非情由	-7
不着边际	-3
财迷心窍	-9
豺狼当道	-9
乌压压	-9
戏剧性	-9
罪该万死	-9
阴沉沉	-9
大而无当	-7
刁钻古怪	-7
恶煞煞	-7
干瘪瘪	-1
狗眼看人	-9
花花搭搭	-3
锃光瓦亮	3
醍醐灌顶	3
浑噩	-9
嘲谑	-5
混淆不清	-3
呆怔	-3
犯怵	-3
骨鲠在喉	-7
怀恨在心	-7
火头上	-5
轻看	-3
体恤	5
鸡犬不宁	3
百听不厌	7
百折不挠地	7
学识浅薄	-9
表里如一	5
博古通今	7
勃勃	3
空洞无聊	-7
澄净	3
驰誉	3
拉拉杂杂	-3
粗中有细	3
打眼	1
劣中之劣	-9
零零碎碎	-1
令人恶心	-9
令人讨厌	-7
乱纷纷	-7
短小精悍	3
满脸横肉	-7
漫漶	-5
貌似强大	-3
没教养	-7
没受过教育	-3
没有头脑	-5
拿腔作势	-7
笑里藏刀	-9
引起反感	-9
效率很差	-9
一板正经	9
一门心思	9
有出息	9
眼光远大	9
细针密缕	9
囊中羞涩	-7
蔫不唧儿	-5
偏狭	-5
凭白无故	-5
欠妥	-7
穷极潦倒	-9
犬牙交错	-7
攘攘	-9
三天打鱼两天晒网	-3
杀人如麻	-9
滞钝	-9
懵懂	-9
水滴石穿	9
高新	3
勾魂摄魄	1
毫不畏惧	3
合当	1
合胃口	7
舒舒服服	5
拾金不昧	7
浑金璞玉	5
急公好义	-3
深长	3
极品	9
健朗	3
山清水秀	7
精准	3
入时	7
如花似玉	9
举止大方	3
人欢马叫	5
饶富	7
可信	3
情真意切	7
求之不得	9
清晰明了	3
强有力	5
死一般	-9
形同路人	-9
凶蛮	-9
历史性	3
有毒性	-9
愚不可及	-9
贼眉鼠眼	-9
灵快	3
通俗易懂	9
溜光水滑	3
万夫莫当	9
有求必应	9
有个性	9
言语流利	9
铁铮铮	9
缩手缩脚	-9
美轮美奂	7
明火执仗	-5
难能可贵	5
哀兵必胜	7
天下太平	3
一统天下	9
赤心报国	9
捐躯济难	9
徇国忘身	9
独立自主	9
厉精更始	9
倒持泰阿	-9
三分鼎足	-9
一国三公	-7
乱臣贼子	-9
蹙国百里	-7
光复旧物	7
妒忌心	-3
欣喜	5
快活	7
爽心	3
异香	1
意气风发	7
欢声笑语	7
狂欢	9
手舞足蹈	9
喜洋洋	5
凯旋	5
遂意	3
遂愿	3
乐趣	3
欣忭	5
乐不可言	7
深受感动	3
回嗔作喜	5
喜不自胜	9
击壤而歌	5
锣鼓喧天	7
张灯结彩	7
受宠若惊	5
嘻笑	5
笑吟吟	5
心宽体胖	3
笑眯眯	5
安乐	3
碧空	3
娇宠	-7
赏识	3
瑰宝	9
老牛舐犊	7
鬼迷心窍	-7
引人入胜	5
我见犹怜	5
寸步不离	5
如兄如弟	7
亲密	5
十指连心	7
水汪汪	3
命根	7
嗳呀呀	3
美味可口	3
白皙	3
碧澄	1
佩服	3
崇拜	7
歌颂	7
威信	3
钦仰	9
口服	1
三星高照	3
福星高照	3
华封三祝	3
遵奉	3
拜别	5
拜认	5
顺和	1
内省不疚	5
见怪不怪	3
长治久安	5
倚门倚闾	3
服膺	7
毋庸置言	9
爱国	7
宝贵	5
彬彬有礼	5
昌盛	5
直爽	5
雄心	7
立志	5
焕然一新	3
坚贞不屈	7
克己奉公	7
大刀阔斧	5
颠扑不破	5
范例	5
风度	5
高雅	5
宽宏大量	7
牢不可破	5
临危不惧	5
马到成功	7
苗条	5
风发	5
耐心	5
细心	1
悦目	5
开明	3
磅礴	3
顽强	7
谦恭	5
勤俭	5
秋风扫落叶	1
仁至义尽	5
好学	5
居安思危	5
孝心	5
默契	5
挺身而出	5
威武	3
文宗	5
无与伦比	9
贤淑	5
一丝不苟	7
勇于	3
悠久	5
面不改色	3
中流砥柱	7
刮目相看	5
淳良	5
大慈大悲	9
耿介	3
真率	5
淡泊	5
忠贞	5
效忠	5
朴厚	5
纯熟	5
尽责	5
敢作敢当	5
超逸	7
谦恭下士	5
雅量	5
披沥	5
平允	5
舍己为公	7
雄伟	5
气贯长虹	7
可嘉	5
知趣	5
独特	5
精细	5
救人须救彻	5
勇气	5
佐雍得尝	5
十全十美	9
闯劲	3
温雅	5
高级	5
明净	3
强大	5
晴朗	3
完备	5
辛勤	5
幽静	5
执法必严	1
明明白白	5
飞速	5
款款	1
群雄	5
持平	3
劫富济贫	5
拯救	5
从井救人	-5
历久不衰	5
赞叹	7
抬举	3
水灵灵	5
柔情绰态	3
享乐在后	5
一身清白	7
廉洁自律	7
贤能	7
纯洁性	5
政通人和	5
活用	3
繁荣富强	7
得法	1
绘影绘声	3
锐不可当	5
超绝尘寰	9
遐迩闻名	7
万流景仰	7
惠而不费	5
荡气回肠	7
上好	5
精彩绝伦	9
漂漂亮亮	5
天下第一	9
称德度功	1
醇厚	3
精良	5
超凡	5
不落窠臼	5
流畅	3
昂昂	3
拔尖儿	5
榜首	7
宝货	7
报效	5
比美	3
气势汹汹	-5
杀气	-9
扬长而去	-3
走气门	-3
愤然作色	-5
攘臂嗔目	-3
忧愤成疾	-9
悲壮	7
哀嚎	-9
残败	-3
瘆人	-1
暗害	-3
暴虐	-3
蚕食	-3
恶魔	-7
没皮没脸	-5
狼狈为奸	-7
令人发指	-9
卖弄	-5
豪横	-3
痞子	-3
顽固	-3
侵略	-3
鄙薄	-7
投井下石	-5
妄图	-3
味同嚼蜡	-3
无病呻吟	-3
兴风作浪	-7
庸俗	-7
罪不容诛	-9
贱视	-3
白眼	-5
心硬	-5
使坏	-5
谄笑	-7
泼妇	-5
老汉啃甘蔗－咬牙切齿	-9
旧恨新仇	-7
夙世怨家	-7
死无葬身之地	-9
杀风景	-3
口尚乳臭	-3
落水狗	-5
专横跋扈	-5
坏人	-5
鼠类	-7
混世魔王	-7
牛鬼蛇神	-7
死硬派	-3
恶语中伤	-5
暗娼	-5
薄幸	-3
烦燥	-9
闷闷不乐	-5
腻味	-1
几不欲生	-9
内顾之忧	-3
郁热	-3
蹩脚	-1
无地自容	-9
患得患失	-1
急躁	-5
方寸已乱	-5
行色匆匆	-3
海底捞针	-5
遥遥无期	-5
吃无名醋	-5
包庇	-3
别有用心	-5
丑闻	-3
私欲	-3
有始无终	-5
除害兴利	7
舜日尧年	5
悦近来远	5
民不堪命	-9
摇手触禁	-7
除残去暴	3
彰善瘅恶	5
舞文弄法	-5
深自砥砺	5
不以一眚掩大德	1
各有所长	3
出手得卢	5
各显其能	3
济世安民	7
阴谋不轨	-9
脂膏不润	7
弥天大谎	-9
饱其私囊	-9
贪吏猾胥	-9
毫不利己，专门利人	9
通同作弊	-7
成仁取义	7
疏财仗义	7
方便之门	-3
趁人之危	-9
心口相应	7
百约百叛	-9
敝帷不弃	7
节用爱人	5
勤则不匮	5
挥霍无度	-9
炮凤烹龙	-7
拔新领异	7
不主故常	3
自我作故	3
顺流而下	3
梦幻泡影	-5
昂首阔步	5
奋发有为	5
绠短汲深	-3
度日如年	-7
因人制宜	5
大吹大擂	-3
人为刀俎，我为鱼肉	-5
洞鉴古今	9
权衡轻重	3
迥然不同	5
云泥殊路	-5
以类相从	3
以石投水	3
金科玉律	5
暗礁险滩	-7
相去无几	3
打退堂鼓	-3
放虎归山	-5
百无一是	-7
合浦珠还	5
画地为牢	-5
夏雨雨人	5
左辅右粥	5
工力悉敌	5
棋高一着	5
精耕细作	5
死无对证	-3
蔚成风气	5
面目一新	5
移风易俗	5
燕雀安知鸿鹄之志	-3
八面见光	-3
油嘴狗舌	-7
诡衔窃辔	-1
天马行空	3
白玉无瑕	7
安之若命	-3
忍垢偷生	-3
麟凤龟龙	7
百龄眉寿	7
执而不化	-7
门户之见	-3
七颠八倒	-3
赏不当功	-5
同牢之礼	3
竹苞松茂	3
荆室蓬户	-3
飞来横祸	-3
流落天涯	-3
铜筋铁骨	5
望秋先零	-3
继往开来	5
德厚流光	7
名扬四海	9
咳唾成珠	7
至理名言	7
口若悬河	5
持盈守虚	1
鬼话连篇	-5
眼明心亮	3
郑重其辞	3
哗众取宠	-7
顾前不顾后	-3
听而不闻	-5
强聒不舍	-3
窃窃私议	-3
照本宣科	-5
忧深思远	3
可见一斑	3
引而深知	3
心领神会	3
今是昨非	-3
度德量力	3
不得要领	-3
醉生梦死	-7
游戏人间	-3
狐假虎威	-5
挟权倚势	-5
倚势挟权	-5
好吃懒做	-5
上行下效	-3
悬羊头，卖狗肉	-7
家破人亡	-9
天坍地陷	-7
绰绰有裕	5
啜菽饮水	-1
分文不名	-1
糠豆不赡	-3
牵萝补屋	-3
阮囊羞涩	-3
曳裾王门	-5
四壁萧然	-5
腹诽心谤	-5
造谣惑众	-3
搬唇递舌	-5
调嘴弄舌	-5
开源节流	3
声色狗马	-7
囤积居奇	-5
寸草不留	-7
杀人放火	-7
殚财竭力	5
轻徭薄税	7
公私两利	3
百炼之钢	7
逆来顺受	-5
盛食厉兵	5
枕戈汗马	5
兵荒马乱	-5
烽鼓不息	-5
徘徊歧路	-3
伏低做小	-3
唯唯否否	-3
明知故问	-3
买菜求益	-3
室人交谪	-5
溜之乎也	-3
闻风远扬	-3
半痴不癫	-3
大模大样	-3
遇事生风	-3
以眼还眼，以牙还牙	-7
不即不离	3
本末倒置	-7
买椟还珠	-5
方底圆盖	-3
相持不下	-3
贻害无穷	-7
丑态毕露	-9
水落石出	7
于今为烈	-5
多事之秋	-7
牵丝攀藤	-3
萧墙之危	-7
东拼西凑	-3
借题发挥	-5
凌上虐下	-7
以强凌弱	-7
出口伤人	-5
作威作福	-7
曲突徙薪	5
对牛弹琴	-3
铜臭满身	-5
封官许愿	-5
朋党比周	-7
放浪形骸	-5
野马无缰	-3
冶容诲淫	-5
饱以老拳	-5
一哄而散	-3
飞蛾赴火	-3
询谋佥同	5
越俎代庖	-7
全力以赴	5
聊以塞责	-5
高阳酒徒	-5
春和景明	5
回黄转绿	-3
切骨之寒	-7
水碧山绿	5
繁华胜地	5
无边风月	9
一以贯之	5
一曝十寒	-5
杜口结舌	-5
雄心豹胆	-5
官样文章	-5
计出万全	3
压良为贱	-5
胜任愉快	3
有胆有识	7
才过屈宋	9
风流人物	9
绝伦逸群	9
梦笔生花	7
琴心剑胆	7
铁中铮铮	7
庸中佼佼	5
才贯二酉	7
高识远见	7
口耳之学	-3
有眼如盲	-5
重生父母	9
加官进爵	3
一日九迁	7
后来居上	5
一代风流	7
门外汉	-3
南箕北斗	-9
蜗角虚名	-5
墨突不黔	-3
立竿见影	3
功成事立	5
生死与共	5
金钗十二	1
不羁之才	5
甘贫守志	5
百不失一	9
心中有数	5
千万买邻	5
有过之无不及	5
一举千里	9
盛极一时	7
左右采获	5
涓滴之劳	3
旰食宵衣	7
拳不离手，曲不离口	7
朝乾夕惕	9
尝鼎一脔	3
询于刍荛	5
如响斯应	3
出人头地	3
斗南一人	9
桂林一枝	5
人急智生	1
文思敏捷	5
不时之需	1
有条有理	5
龙行虎步	5
瑶林琼树	7
双瞳剪水	3
粉装玉琢	3
云鬟雾鬓	3
一饭千金	5
开心见诚	3
上交不谄	3
正直无私	5
金石为开	5
大有可为	7
待价而沽	3
鼎新革故	3
弃旧图新	3
功德圆满	9
宽人大度	5
温柔敦厚	3
生寄死归	5
百发百中	5
知己知彼	5
攻无不克，战无不胜	7
前歌后舞	5
威震天下	5
指日可下	3
敏而好学	3
火眼金睛	5
映月读书	3
肺腑之言	5
伐毛洗髓	5
脱胎换骨	7
如鸟兽散	-5
阿谀谄媚	-5
妒贤嫉能	-5
消损白日	-5
当面错过	-5
相形失色	-3
马后炮	-5
寡不敌众	-5
师老兵疲	-3
不文不武	-5
无作不为	-3
冢中枯骨	-5
酒囊饭袋	-5
魑魅魍魉	-7
始作俑者	-9
江洋大盗	-7
弥天大罪	-9
北辕适楚	-3
救经引足	-5
揠苗助长	-5
拾人牙慧	-5
痴人说梦	-5
管窥蠡测	-5
谄词令色	-5
罪恶如山	-9
十羊九牧	-5
器小易盈	-3
误入歧途	-5
吠形吠声	-3
矜功伐能	-7
吐丝自缚	-7
自取其祸	-7
作法自毙	-7
筚路蓝缕	3
已意逆志	-3
酒肉朋友	-3
日无暇晷	3
杀鸡取卵	-5
不求甚解	-3
别风淮雨	-5
急就章	-1
友于兄弟	1
兴文偃武	3
弄粉调脂	-1
诚意正心	3
如埙如篪	3
一床两好	3
钩玄提要	1
不能赞一词	3
海立云垂	1
一片丹心	5
强不知以为知	-7
初生之犊不怕虎	7
兼人之勇	7
勇猛果敢	7
肝脑涂地	5
之死靡它	9
晨昏定省	5
以终天年	5
敬老尊贤	7
师道尊严	7
不吝金玉	5
移樽就教	3
自以为得计	-3
功成不居	5
胜不骄，败不馁	5
傲睨自若	-5
孤高自诩	-5
眄视指使	-5
争名夺利	-5
狼贪鼠窃	-7
贪戾无厌	-7
沽激虚名	-5
暴笑	7
傻比	-7
SJB	-5
人渣	-9
鸟样	-5
傻叉	-3
真牛	7
害群之马	-7
荒诞	-5
嫁祸于人	-5
大放厥词	-5
腐蚀	-1
扣帽子	-3
拉关系	-1
懒汉	-7
冷酷	-3
摇头晃脑	-3
冒失	-3
牟取	-3
懦夫	-5
忍无可忍	-7
凶狂	-3
庞杂	-1
尖酸	-7
歧视	-5
强词夺理	-5
轻浮	-7
撒野	-3
煽风点火	-5
盛气凌人	-5
袒护	-3
挑刺儿	-5
玩火自焚	-3
无所不为	-5
习气	-1
瞎话	-3
预谋	-1
置若罔闻	-3
酷虐	-7
阴毒	-9
贼心	-7
下作	-7
刁滑	-5
包藏祸心	-5
不道德	-7
孱头	-3
傲岸	-5
不可一世	-7
